week,location,average_price
01-08-2009,Kolkata,120.93 (97.27)
01-08-2009,Guwahati,112.08 (92.36)
01-08-2009,Siliguri,105.19 (87.63)
01-08-2009,Jalpaiguri,N.S.(N.S.)
01-08-2009,mjunction,
01-08-2009,Cochin,N.S.  (72.88)
01-08-2009,Coonoor,69.64 (67.21)
01-08-2009,Coimbatore,76.80  (68.90)
01-08-2009,Tea Serve,71.04 (65.90)
25-07-2009,Kolkata,120.67 (97.86)
25-07-2009,Guwahati,107.28 (91.84)
25-07-2009,Siliguri,102.15 (86.69)
25-07-2009,Jalpaiguri,N.S.(N.S.)
25-07-2009,mjunction,
25-07-2009,Cochin,94.40 (67.50)
25-07-2009,Coonoor,70.54 (63.98)
25-07-2009,Coimbatore,78.85  (65.86)
25-07-2009,Tea Serve,74.15 (64.08)
18-07-2009,Kolkata,124.59 (99.42)
18-07-2009,Guwahati,106.58 (91.65)
18-07-2009,Siliguri,103.72 (84.84)
18-07-2009,Jalpaiguri,N.S.(N.S.)
18-07-2009,mjunction,
18-07-2009,Cochin,87.75 (66.50)
18-07-2009,Coonoor,73.24 (62.36)
18-07-2009,Coimbatore,80.91 (63.07)
18-07-2009,Tea Serve,81.93 (62.16)
11-07-2009,Kolkata,127.35 (100.11)
11-07-2009,Guwahati,116.15 (92.86)
11-07-2009,Siliguri,107.48 (84.06)
11-07-2009,Jalpaiguri,N.S.(N.S.)
11-07-2009,mjunction,
11-07-2009,Cochin,85.36 (65.30)
11-07-2009,Coonoor,73.27 (61.74)
11-07-2009,Coimbatore,80.32 (62.67)
11-07-2009,Tea Serve,80.81 (61.95)
04-07-2009,Kolkata,128.69 (101.61)
04-07-2009,Guwahati,124.03 (93.22)
04-07-2009,Siliguri,110.79 (85.92)
04-07-2009,Jalpaiguri,N.S.(N.S.)
04-07-2009,mjunction,
04-07-2009,Cochin,85.16 (65.57)
04-07-2009,Coonoor,74.69 (61.45)
04-07-2009,Coimbatore,78.76 (63.73)
04-07-2009,Tea Serve,78.81 (63.01)
27-06-2009,Kolkata,130.26 (102.25)
27-06-2009,Guwahati,125.71 (94.94)
27-06-2009,Siliguri,116.34 (89.44)
27-06-2009,Jalpaiguri,N.S.(N.S.)
27-06-2009,mjunction,
27-06-2009,Cochin,86.83 (67.19)
27-06-2009,Coonoor,78.17 (62.68)
27-06-2009,Coimbatore,79.99 (63.39)
27-06-2009,Tea Serve,77.23 (61.77)
20-06-2009,Kolkata,130.70 (101.00)
20-06-2009,Guwahati,126.37 (95.82)
20-06-2009,Siliguri,122.52 (91.30)
20-06-2009,Jalpaiguri,N.S.(N.S.)
20-06-2009,mjunction,
20-06-2009,Cochin,84.91 (64.21)
20-06-2009,Coonoor,79.89 (61.96)
20-06-2009,Coimbatore,83.93 (62.23)
20-06-2009,Tea Serve,75.66 (61.68)
13-06-2009,Kolkata,130.55 (95.50)
13-06-2009,Guwahati,125.04 (93.95)
13-06-2009,Siliguri,122.77 (94.07)
13-06-2009,Jalpaiguri,N.S.(N.S.)
13-06-2009,mjunction,
13-06-2009,Cochin,86.70 (61.35)
13-06-2009,Coonoor,78.10 (60.62)
13-06-2009,Coimbatore,82.01 (60.20)
13-06-2009,Tea Serve,71.83 (60.28)
06-06-2009,Kolkata,134.80 (91.69)
06-06-2009,Guwahati,N.S.    (89.09)
06-06-2009,Siliguri,124.09 (92.96)
06-06-2009,Jalpaiguri,N.S.(N.S.)
06-06-2009,mjunction,
06-06-2009,Cochin,N.S.  (58.87)
06-06-2009,Coonoor,82.17 (60.23)
06-06-2009,Coimbatore,82.41 (59.40)
06-06-2009,Tea Serve,69.68 (58.57)
30-05-2009,Kolkata,140.00 (91.23)
30-05-2009,Guwahati,133.75 (87.17)
30-05-2009,Siliguri,131.76 (90.84)
30-05-2009,Jalpaiguri,N.S.(N.S.)
30-05-2009,mjunction,
30-05-2009,Cochin,92.08 (58.76)
30-05-2009,Coonoor,87.92 (57.93)
30-05-2009,Coimbatore,89.46 (57.73)
30-05-2009,Tea Serve,75.26 (56.32)
23-05-2009,Kolkata,139.96 (92.47)
23-05-2009,Guwahati,133.55 (87.21)
23-05-2009,Siliguri,136.78 (88.79)
23-05-2009,Jalpaiguri,N.S.(N.S.)
23-05-2009,mjunction,
23-05-2009,Cochin,N. S. (58.03)
23-05-2009,Coonoor,88.66 (57.02)
23-05-2009,Coimbatore,90.34 (57.36)
23-05-2009,Tea Serve,81.01 (55.51)
16-05-2009,Kolkata,137.33 (92.56)
16-05-2009,Guwahati,131.05 (87.31)
16-05-2009,Siliguri,130.00 (88.36)
16-05-2009,Jalpaiguri,N.S.(N.S.)
16-05-2009,mjunction,
16-05-2009,Cochin,N. S. (57.46)
16-05-2009,Coonoor,89.12 (55.15)
16-05-2009,Coimbatore,89.45 (54.30)
16-05-2009,Tea Serve,81.39 (53.52)
09-05-2009,Kolkata,133.97 (93.09)
09-05-2009,Guwahati,128.70 (87.51)
09-05-2009,Siliguri,124.07 (86.07)
09-05-2009,Jalpaiguri,N.S.(N.S.)
09-05-2009,mjunction,
09-05-2009,Cochin,90.76 (57.61)
09-05-2009,Coonoor,95.60 (55.11)
09-05-2009,Coimbatore,87.86 (54.89)
09-05-2009,Tea Serve,82.08 (52.54)
02-05-2009,Kolkata,126.49 (95.14)
02-05-2009,Guwahati,122.25 (87.51)
02-05-2009,Siliguri,118.95 (86.36)
02-05-2009,Jalpaiguri,N.S.(N.S.)
02-05-2009,mjunction,
02-05-2009,Cochin,87.37 (59.05)
02-05-2009,Coonoor,85.14 (56.17)
02-05-2009,Coimbatore,83.31 (55.35)
02-05-2009,Tea Serve,79.73 (53.50)
25-04-2009,Kolkata,117.93 (97.53)
25-04-2009,Guwahati,110.18 (90.29)
25-04-2009,Siliguri,113.56 (89.43)
25-04-2009,Jalpaiguri,N.S.(N.S.)
25-04-2009,mjunction,
25-04-2009,Cochin,89.54 (59.31)
25-04-2009,Coonoor,85.55 (56.17)
25-04-2009,Coimbatore,83.19 (55.60)
25-04-2009,Tea Serve,79.52 (54.83)
18-04-2009,Kolkata,N.S.  (94.81)
18-04-2009,Guwahati,N.S.  (N. S.)
18-04-2009,Siliguri,115.41 (91.14)
18-04-2009,Jalpaiguri,N.S.(N.S.)
18-04-2009,mjunction,
18-04-2009,Cochin,89.55 (58.68)
18-04-2009,Coonoor,82.96 (54.24)
18-04-2009,Coimbatore,83.53 (55.14)
18-04-2009,Tea Serve,76.47 (53.48)
11-04-2009,Kolkata,N.S.  (87.47)
11-04-2009,Guwahati,98.98  (83.97)
11-04-2009,Siliguri,110.53 (90.96)
11-04-2009,Jalpaiguri,N.S.(N.S.)
11-04-2009,mjunction,
11-04-2009,Cochin,N.S.  (58.60)
11-04-2009,Coonoor,78.37 (54.25)
11-04-2009,Coimbatore,80.77 (54.83)
11-04-2009,Tea Serve,73.77 (53.55)
04-04-2009,Kolkata,81.02   (79.95)
04-04-2009,Guwahati,N.S.  (65.64)
04-04-2009,Siliguri,105.29 (93.21)
04-04-2009,Jalpaiguri,N.S.(N.S.)
04-04-2009,mjunction,
04-04-2009,Cochin,88.83 (57.54)
04-04-2009,Coonoor,74.26 (54.63)
04-04-2009,Coimbatore,78.55 (54.46)
04-04-2009,Tea Serve,71.61 (52.22)
28-03-2009,Kolkata,N.S.  (64.79)
28-03-2009,Guwahati,74.71  (N.S.)
28-03-2009,Siliguri,86.52 (60.97)
28-03-2009,Jalpaiguri,N.S.(N.S.)
28-03-2009,mjunction,
28-03-2009,Cochin,85.09 (57.79)
28-03-2009,Coonoor,71.05 (55.17)
28-03-2009,Coimbatore,73.39 (54.73)
28-03-2009,Tea Serve,68.16 (53.10)
21-03-2009,Kolkata,76.82   (N.S.)
21-03-2009,Guwahati,N.S.  (58.96)
21-03-2009,Siliguri,73.40  (N.S.)
21-03-2009,Jalpaiguri,N.S.(N.S.)
21-03-2009,mjunction,
21-03-2009,Cochin,82.96   (N.S.)
21-03-2009,Coonoor,68.76 (55.22)
21-03-2009,Coimbatore,72.54 (55.64)
21-03-2009,Tea Serve,68.68 (54.26)
14-03-2009,Kolkata,No Sale
14-03-2009,Guwahati,No Sale
14-03-2009,Siliguri,No Sale
14-03-2009,Jalpaiguri,N.S.(N.S.)
14-03-2009,mjunction,
14-03-2009,Cochin,85.84 (59.85)
14-03-2009,Coonoor,69.92 (55.92)
14-03-2009,Coimbatore,64.13 (56.33)
14-03-2009,Tea Serve,68.04 (53.34)
07-03-2009,Kolkata,79.54   (66.06)
07-03-2009,Guwahati,71.10  (N.S.)
07-03-2009,Siliguri,71.73 (60.76)
07-03-2009,Jalpaiguri,N.S.(N.S.)
07-03-2009,mjunction,
07-03-2009,Cochin,82.81 (58.58)
07-03-2009,Coonoor,82.05 (56.00)
07-03-2009,Coimbatore,73.10 (55.53)
07-03-2009,Tea Serve,69.06 (52.42)
28-02-2009,Kolkata,79.92(N.S.)
28-02-2009,Guwahati,74.41 (55.65)
28-02-2009,Siliguri,71.29 (57.02)
28-02-2009,Jalpaiguri,N.S.(N.S.)
28-02-2009,mjunction,
28-02-2009,Cochin,82.62 (58.14)
28-02-2009,Coonoor,69.47 (53.99)
28-02-2009,Coimbatore,71.27 (53.80)
28-02-2009,Tea Serve,68.95 (51.00)
21-02-2009,Kolkata,84.39  (65.69)
21-02-2009,Guwahati,75.27  (59.39)
21-02-2009,Siliguri,78.25 (61.27)
21-02-2009,Jalpaiguri,N.S.(N.S.)
21-02-2009,mjunction,
21-02-2009,Cochin,75.10 (58.15)
21-02-2009,Coonoor,82.90 (58.53)
21-02-2009,Coimbatore,69.85 (52.69)
21-02-2009,Tea Serve,66.39 (50.00)
14-02-2009,Kolkata,87.95  (67.81)
14-02-2009,Guwahati,79.98  (62.50)
14-02-2009,Siliguri,78.25 (61.27)
14-02-2009,Jalpaiguri,N.S.(N.S.)
14-02-2009,mjunction,
14-02-2009,Cochin,83.92 (57.66)
14-02-2009,Coonoor,69.93 (51.80)
14-02-2009,Coimbatore,70.90 (53.47)
14-02-2009,Tea Serve,65.14 (49.76)
07-02-2009,Kolkata,88.99  (70.40)
07-02-2009,Guwahati,83.24  (63.28)
07-02-2009,Siliguri,N.S.  (59.63)
07-02-2009,Jalpaiguri,N.S.(N.S.)
07-02-2009,mjunction,
07-02-2009,Cochin,83.76 (57.32)
07-02-2009,Coonoor,67.50 (52.28)
07-02-2009,Coimbatore,72.22 (52.60)
07-02-2009,Tea Serve,67.40 (50.02)
31-01-2009,Kolkata,91.45(70.39)
31-01-2009,Guwahati,N.S.(64.99)
31-01-2009,Siliguri,79.27(62.09)
31-01-2009,Jalpaiguri,N.S.(N.S.)
31-01-2009,mjunction,
31-01-2009,Cochin,80.76(57.06)
31-01-2009,Coonoor,69.65(53.38)
31-01-2009,Coimbatore,72.30(52.50)
31-01-2009,Tea Serve,69.39(50.33)
24-01-2009,Kolkata,94.14(73.38)
24-01-2009,Guwahati,85.69(65.66)
24-01-2009,Siliguri,N.S.(65.57)
24-01-2009,Jalpaiguri,N.S.(N.S.)
24-01-2009,mjunction,
24-01-2009,Cochin,80.87(54.59)
24-01-2009,Coonoor,N.S.(53.43)
24-01-2009,Coimbatore,71.12(52.07)
24-01-2009,Tea Serve,69.14(48.50)
17-01-2009,Kolkata,95.95(71.01)
17-01-2009,Guwahati,87.66(71.01)
17-01-2009,Siliguri,80.58(67.16)
17-01-2009,Jalpaiguri,N.S.(N.S.)
17-01-2009,mjunction,
17-01-2009,Cochin,82.25(57.49)
17-01-2009,Coonoor,69.64(52.48)
17-01-2009,Coimbatore,71.66(53.18)
17-01-2009,Tea Serve,69.51(48.04)
10-01-2009,Kolkata,97.74(78.73)
10-01-2009,Guwahati,87.48(73.97)
10-01-2009,Siliguri,82.72(68.17)
10-01-2009,Jalpaiguri,N.S.(N.S.)
10-01-2009,mjunction,
10-01-2009,Cochin,83.31(58.02)
10-01-2009,Coonoor,67.24(52.23)
10-01-2009,Coimbatore,70.47(53.39)
10-01-2009,Tea Serve,67.39(46.84)
03-01-2009,Kolkata,99.01(79.79)
03-01-2009,Guwahati,N.S.(76.19)
03-01-2009,Siliguri,84.02(70.07)
03-01-2009,Jalpaiguri,N.S.(N.S.)
03-01-2009,mjunction,
03-01-2009,Cochin,81.66(57.83)
03-01-2009,Coonoor,68.94(51.67)
03-01-2009,Coimbatore,70.74(53.88)
03-01-2009,Tea Serve,65.55(46.75)
18-12-2010,Kolkata,125.06(122.95)
18-12-2010,Guwahati,109.00(111.26)
18-12-2010,Siliguri,108.78(113.70)
18-12-2010,Jalpaiguri,N.S.(N.S.)
18-12-2010,mjunction,
18-12-2010,Cochin,79.65(81.73)
18-12-2010,Coonoor,65.34(74.04)
18-12-2010,Coimbatore,67.24(74.41)
18-12-2010,Tea Serve,59.45(69.36)
11-12-2010,Kolkata,127.22(123.65)
11-12-2010,Guwahati,110.39(111.72)
11-12-2010,Siliguri,108.57(114.33)
11-12-2010,Jalpaiguri,N.S.(N.S.)
11-12-2010,mjunction,
11-12-2010,Cochin,79.02(81.48)
11-12-2010,Coonoor,63.78(N.S.)
11-12-2010,Coimbatore,66.84(76.11)
11-12-2010,Tea Serve,58.50(72.16)
04-12-2010,Kolkata,128.61(126.73)
04-12-2010,Guwahati,117.11(114.98)
04-12-2010,Siliguri,106.98(111.19)
04-12-2010,Jalpaiguri,N.S.(N.S.)
04-12-2010,mjunction,
04-12-2010,Cochin,78.99(82.72)
04-12-2010,Coonoor,64.64(76.90)
04-12-2010,Coimbatore,66.14(77.44)
04-12-2010,Tea Serve,57.19(75.31)
27-11-2010,Kolkata,131.63(126.24)
27-11-2010,Guwahati,118.31(120.06)
27-11-2010,Siliguri,104.34(110.03)
27-11-2010,Jalpaiguri,N.S.(N.S.)
27-11-2010,mjunction,
27-11-2010,Cochin,79.19(84.40)
27-11-2010,Coonoor,65.10(76.51)
27-11-2010,Coimbatore,67.82(77.67)
27-11-2010,Tea Serve,56.53(72.92)
20-11-2010,Kolkata,130.93(132.46)
20-11-2010,Guwahati,120.27(118.99)
20-11-2010,Siliguri,109.46(114.64)
20-11-2010,Jalpaiguri,N.S.(N.S.)
20-11-2010,mjunction,
20-11-2010,Cochin,79.94(80.23)
20-11-2010,Coonoor,65.21(76.24)
20-11-2010,Coimbatore,65.21(79.41)
20-11-2010,Tea Serve,54.81(69.08)
13-11-2010,Kolkata,131.62(129.38)
13-11-2010,Guwahati,118.41(120.09)
13-11-2010,Siliguri,109.18(116.15)
13-11-2010,Jalpaiguri,N.S.(N.S.)
13-11-2010,mjunction,
13-11-2010,Cochin,82.80(78.86)
13-11-2010,Coonoor,64.42(N.S.)
13-11-2010,Coimbatore,66.24(75.37)
13-11-2010,Tea Serve,54.11(N.S.)
06-11-2010,Kolkata,132.73(129.75)
06-11-2010,Guwahati,118.83(118.65)
06-11-2010,Siliguri,112.10(115.75)
06-11-2010,Jalpaiguri,N.S.(N.S.)
06-11-2010,mjunction,
06-11-2010,Cochin,82.63(79.27)
06-11-2010,Coonoor,64.54(70.38)
06-11-2010,Coimbatore,N.S.(73.22)
06-11-2010,Tea Serve,52.88(64.45)
30-10-2010,Kolkata,133.73(132.56)
30-10-2010,Guwahati,122.23(119.64)
30-10-2010,Siliguri,108.24(109.63)
30-10-2010,Jalpaiguri,N.S.(N.S.)
30-10-2010,mjunction,
30-10-2010,Cochin,83.39(82.58)
30-10-2010,Coonoor,64.65(68.75)
30-10-2010,Coimbatore,66.65(72.78)
30-10-2010,Tea Serve,51.42(65.26)
13-10-2010,Kolkata,N.S.(128.85)
13-10-2010,Guwahati,124.62(119.67)
13-10-2010,Siliguri,106.50(108.25)
13-10-2010,Jalpaiguri,N.S.(N.S.)
13-10-2010,mjunction,
13-10-2010,Cochin,84.58(86.17)
13-10-2010,Coonoor,63.59(72.49)
13-10-2010,Coimbatore,65.61(75.68)
13-10-2010,Tea Serve,52.14(67.16)
16-10-2010,Kolkata,133.76(130.14)
16-10-2010,Guwahati,N.S.(119.69)
16-10-2010,Siliguri,N.S.(106.18)
16-10-2010,Jalpaiguri,N.S.(N.S.)
16-10-2010,mjunction,
16-10-2010,Cochin,85.06(N.S.)
16-10-2010,Coonoor,63.41(73.67)
16-10-2010,Coimbatore,66.86(N.S.)
16-10-2010,Tea Serve,50.36(68.14)
09-10-2010,Kolkata,135.56(129.83)
09-10-2010,Guwahati,123.41(117.34)
09-10-2010,Siliguri,106.64(109.32)
09-10-2010,Jalpaiguri,N.S.(N.S.)
09-10-2010,mjunction,
09-10-2010,Cochin,85.85(84.32)
09-10-2010,Coonoor,62.47(73.48)
09-10-2010,Coimbatore,65.09(77.27)
09-10-2010,Tea Serve,50.97(68.10)
02-10-2010,Kolkata,131.81(N.S.)
02-10-2010,Guwahati,123.32(N.S.)
02-10-2010,Siliguri,106.39(N.S.)
02-10-2010,Jalpaiguri,N.S.(N.S.)
02-10-2010,mjunction,
02-10-2010,Cochin,87.00(86.50)
02-10-2010,Coonoor,61.45(75.59)
02-10-2010,Coimbatore,64.76(77.85)
02-10-2010,Tea Serve,52.16(78.60)
25-09-2010,Kolkata,133.27(129.70)
25-09-2010,Guwahati,124.46(114.83)
25-09-2010,Siliguri,104.10(105.28)
25-09-2010,Jalpaiguri,N.S.(N.S.)
25-09-2010,mjunction,
25-09-2010,Cochin,85.92(89.65)
25-09-2010,Coonoor,61.31(76.85)
25-09-2010,Coimbatore,65.72(80.74)
25-09-2010,Tea Serve,54.50(79.87)
18-09-2010,Kolkata,133.45(124.18)
18-09-2010,Guwahati,122.48(114.69)
18-09-2010,Siliguri,105.22(101.40)
18-09-2010,Jalpaiguri,N.S.(N.S.)
18-09-2010,mjunction,
18-09-2010,Cochin,88.19(93.79)
18-09-2010,Coonoor,63.50(75.45)
18-09-2010,Coimbatore,68.58(80.50)
18-09-2010,Tea Serve,51.75(75.53)
11-09-2010,Kolkata,135.37(121.40)
11-09-2010,Guwahati,125.30(112.62)
11-09-2010,Siliguri,106.66(N.S)
11-09-2010,Jalpaiguri,N.S.(N.S.)
11-09-2010,mjunction,
11-09-2010,Cochin,82.07(92.81)
11-09-2010,Coonoor,63.12(74.93)
11-09-2010,Coimbatore,65.37(75.67)
11-09-2010,Tea Serve,52.59(73.85)
04-09-2010,Kolkata,135.83(122.13)
04-09-2010,Guwahati,122.13(112.43)
04-09-2010,Siliguri,105.70(N.S)
04-09-2010,Jalpaiguri,N.S.(N.S.)
04-09-2010,mjunction,
04-09-2010,Cochin,72.98(N.S)
04-09-2010,Coonoor,57.46(73.75)
04-09-2010,Coimbatore,56.18(78.51)
04-09-2010,Tea Serve,49.30(70.36)
28-08-2010,Kolkata,136.17(123.21)
28-08-2010,Guwahati,124.84(114.19)
28-08-2010,Siliguri,105.84(101.70)
28-08-2010,Jalpaiguri,N.S.(N.S.)
28-08-2010,mjunction,
28-08-2010,Cochin,N.S(93.72)
28-08-2010,Coonoor,54.27(72.21)
28-08-2010,Coimbatore,56.88(77.25)
28-08-2010,Tea Serve,47.28(69.39)
21-08-2010,Kolkata,135.10(126.20)
21-08-2010,Guwahati,126.20(114.15)
21-08-2010,Siliguri,108.02(101.14)
21-08-2010,Jalpaiguri,N.S.(N.S.)
21-08-2010,mjunction,
21-08-2010,Cochin,73.20(94.20)
21-08-2010,Coonoor,53.29(72.27)
21-08-2010,Coimbatore,55.27(76.49)
21-08-2010,Tea Serve,49.99(67.87)
14-08-2010,Kolkata,135.72(123.83)
14-08-2010,Guwahati,123.03(113.56)
14-08-2010,Siliguri,109.38(102.99)
14-08-2010,Jalpaiguri,N.S.(N.S.)
14-08-2010,mjunction,
14-08-2010,Cochin,71.81(96.50)
14-08-2010,Coonoor,52.40(70.51)
14-08-2010,Coimbatore,55.52(75.35)
14-08-2010,Tea Serve,49.53(67.58)
07-08-2010,Kolkata,131.96(122.81)
07-08-2010,Guwahati,121.00(112.15)
07-08-2010,Siliguri,108.71(106.04)
07-08-2010,Jalpaiguri,N.S.(N.S.)
07-08-2010,mjunction,
07-08-2010,Cochin,71.36(95.46)
07-08-2010,Coonoor,52.30(69.52)
07-08-2010,Coimbatore,55.79(74.30)
07-08-2010,Tea Serve,48.91(68.64)
31-07-2010,Kolkata,137.58(120.93)
31-07-2010,Guwahati,122.64(112.08)
31-07-2010,Siliguri,106.85(105.19)
31-07-2010,Jalpaiguri,N.S.(N.S.)
31-07-2010,mjunction,
31-07-2010,Cochin,72.02(N.S.)
31-07-2010,Coonoor,52.34(69.64)
31-07-2010,Coimbatore,56.30(76.80)
31-07-2010,Tea Serve,51.14(71.04)
24-07-2010,Kolkata,131.27(120.67)
24-07-2010,Guwahati,117.92(107.28)
24-07-2010,Siliguri,108.18(102.15)
24-07-2010,Jalpaiguri,N.S.(N.S.)
24-07-2010,mjunction,
24-07-2010,Cochin,74.06(94.40)
24-07-2010,Coonoor,51.17(70.54)
24-07-2010,Coimbatore,55.78(78.85)
24-07-2010,Tea Serve,53.00(74.15)
17-07-2010,Kolkata,129.25(124.59)
17-07-2010,Guwahati,115.76(106.58)
17-07-2010,Siliguri,107.88(103.72)
17-07-2010,Jalpaiguri,N.S.(N.S.)
17-07-2010,mjunction,
17-07-2010,Cochin,74.14(87.75)
17-07-2010,Coonoor,51.02(73.24)
17-07-2010,Coimbatore,56.18(80.91)
17-07-2010,Tea Serve,46.10(81.93)
10-07-2010,Kolkata,131.57(127.35)
10-07-2010,Guwahati,118.00(116.15)
10-07-2010,Siliguri,108.61(107.48)
10-07-2010,Jalpaiguri,N.S.(N.S.)
10-07-2010,mjunction,
10-07-2010,Cochin,71.16(85.36)
10-07-2010,Coonoor,50.62(73.27)
10-07-2010,Coimbatore,54.90(80.32)
10-07-2010,Tea Serve,49.03(80.81)
03-07-2010,Kolkata,128.06(128.69)
03-07-2010,Guwahati,116.72(124.03)
03-07-2010,Siliguri,109.67(110.79)
03-07-2010,Jalpaiguri,N.S.(N.S.)
03-07-2010,mjunction,
03-07-2010,Cochin,69.52(85.16)
03-07-2010,Coonoor,50.53(74.69)
03-07-2010,Coimbatore,55.34(78.76)
03-07-2010,Tea Serve,48.24(78.81)
26-06-2010,Kolkata,124.76(130.26)
26-06-2010,Guwahati,116.28(125.71)
26-06-2010,Siliguri,113.38(116.34)
26-06-2010,Jalpaiguri,N.S.(N.S.)
26-06-2010,mjunction,
26-06-2010,Cochin,66.07(86.83)
26-06-2010,Coonoor,50.77(78.17)
26-06-2010,Coimbatore,N.S.(79.99)
26-06-2010,Tea Serve,43.11(77.23)
19-06-2010,Kolkata,117.92(130.70)
19-06-2010,Guwahati,114.86(126.37)
19-06-2010,Siliguri,112.32(122.52)
19-06-2010,Jalpaiguri,N.S.(N.S.)
19-06-2010,mjunction,
19-06-2010,Cochin,66.87(84.91)
19-06-2010,Coonoor,51.66(79.89)
19-06-2010,Coimbatore,52.54(83.93)
19-06-2010,Tea Serve,44.97(75.66)
12-06-2010,Kolkata,119.26(130.55)
12-06-2010,Guwahati,114.59(125.04)
12-06-2010,Siliguri,110.43(122.77)
12-06-2010,Jalpaiguri,N.S.(N.S.)
12-06-2010,mjunction,
12-06-2010,Cochin,68.01(86.70)
12-06-2010,Coonoor,53.70(78.10)
12-06-2010,Coimbatore,56.53(82.01)
12-06-2010,Tea Serve,45.05(71.83)
05-06-2010,Kolkata,115.92(134.80)
05-06-2010,Guwahati,111.16(N.S.)
05-06-2010,Siliguri,110.61(124.09)
05-06-2010,Jalpaiguri,N.S.(N.S.)
05-06-2010,mjunction,
05-06-2010,Cochin,75.58(N.S.)
05-06-2010,Coonoor,56.52(82.17)
05-06-2010,Coimbatore,57.93(82.41)
05-06-2010,Tea Serve,N.S.(69.68)
29-05-2010,Kolkata,123.00(140.00)
29-05-2010,Guwahati,111.31(133.75)
29-05-2010,Siliguri,104.35(131.76)
29-05-2010,Jalpaiguri,N.S.(N.S.)
29-05-2010,mjunction,
29-05-2010,Cochin,73.43(92.08)
29-05-2010,Coonoor,56.63(87.92)
29-05-2010,Coimbatore,58.50(89.46)
29-05-2010,Tea Serve,N.S.(75.26)
22-05-2010,Kolkata,120.76(139.96)
22-05-2010,Guwahati,109.36(133.55)
22-05-2010,Siliguri,105.75(136.78)
22-05-2010,Jalpaiguri,N.S.(N.S.)
22-05-2010,mjunction,
22-05-2010,Cochin,73.09(N.S.)
22-05-2010,Coonoor,56.55(88.66)
22-05-2010,Coimbatore,58.09(90.34)
22-05-2010,Tea Serve,54.33(81.01)
15-05-2010,Kolkata,120.50(137.33)
15-05-2010,Guwahati,111.43(131.05)
15-05-2010,Siliguri,100.51(130.00)
15-05-2010,Jalpaiguri,N.S.(N.S.)
15-05-2010,mjunction,
15-05-2010,Cochin,75.61(N.S.)
15-05-2010,Coonoor,57.14(89.12)
15-05-2010,Coimbatore,59.70(89.45)
15-05-2010,Tea Serve,51.70(81.39)
08-05-2010,Kolkata,120.27(133.97)
08-05-2010,Guwahati,115.20(128.70)
08-05-2010,Siliguri,98.57(124.07)
08-05-2010,Jalpaiguri,N.S.(N.S.)
08-05-2010,mjunction,
08-05-2010,Cochin,75.84(90.76)
08-05-2010,Coonoor,56.84(95.60)
08-05-2010,Coimbatore,62.34(87.86)
08-05-2010,Tea Serve,55.51(82.08)
01-05-2010,Kolkata,113.96(126.49)
01-05-2010,Guwahati,118.30(122.25)
01-05-2010,Siliguri,99.79(118.95)
01-05-2010,Jalpaiguri,N.S.(N.S.)
01-05-2010,mjunction,
01-05-2010,Cochin,87.24(87.37)
01-05-2010,Coonoor,59.39(85.14)
01-05-2010,Coimbatore,68.46(83.31)
01-05-2010,Tea Serve,59.32(79.73)
24-04-2010,Kolkata,109.42(117.93)
24-04-2010,Guwahati,101.15(110.18)
24-04-2010,Siliguri,101.37(113.56)
24-04-2010,Jalpaiguri,N.S.(N.S.)
24-04-2010,mjunction,
24-04-2010,Cochin,81.67(89.54)
24-04-2010,Coonoor,62.27(85.55)
24-04-2010,Coimbatore,64.93(83.19)
24-04-2010,Tea Serve,59.52(79.52)
17-04-2010,Kolkata,106.80(N.S.)
17-04-2010,Guwahati,N.S.(N.S.)
17-04-2010,Siliguri,109.47(115.41)
17-04-2010,Jalpaiguri,N.S.(N.S.)
17-04-2010,mjunction,
17-04-2010,Cochin,83.83(89.55)
17-04-2010,Coonoor,62.15(82.96)
17-04-2010,Coimbatore,67.34(83.53)
17-04-2010,Tea Serve,60.01(76.47)
10-04-2010,Kolkata,74.98(N.S.)
10-04-2010,Guwahati,81.58(98.98)
10-04-2010,Siliguri,117.50(110.53)
10-04-2010,Jalpaiguri,N.S.(N.S.)
10-04-2010,mjunction,
10-04-2010,Cochin,84.10(N.S.)
10-04-2010,Coonoor,61.62(78.37)
10-04-2010,Coimbatore,66.34(80.77)
10-04-2010,Tea Serve,N.S.(73.77)
03-04-2010,Kolkata,67.64(81.02)
03-04-2010,Guwahati,66.59(N.S.)
03-04-2010,Siliguri,76.87(105.29)
03-04-2010,Jalpaiguri,N.S.(N.S.)
03-04-2010,mjunction,
03-04-2010,Cochin,N.S.(88.83)
03-04-2010,Coonoor,62.68(74.26)
03-04-2010,Coimbatore,66.02(78.55)
03-04-2010,Tea Serve,63.21(71.61)
27-03-2010,Kolkata,N.S.(N.S.)
27-03-2010,Guwahati,N.S.(74.71)
27-03-2010,Siliguri,N.S.(86.52)
27-03-2010,Jalpaiguri,N.S.(N.S.)
27-03-2010,mjunction,
27-03-2010,Cochin,81.14(85.09)
27-03-2010,Coonoor,63.29(71.05)
27-03-2010,Coimbatore,66.29(73.39)
27-03-2010,Tea Serve,62.82(68.16)
20-03-2010,Kolkata,N.S.(76.82)
20-03-2010,Guwahati,N.S.(N.S.)
20-03-2010,Siliguri,N.S.(73.40)
20-03-2010,Jalpaiguri,N.S.(N.S.)
20-03-2010,mjunction,
